year,primary_type,description,location_description,district,arrest,Num_Occurance
2008,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,12,False,2
2008,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,12,True,1
2008,BATTERY,DOMESTIC BATTERY SIMPLE,CHA APARTMENT,12,True,2
2008,BATTERY,DOMESTIC BATTERY SIMPLE,CHA HALLWAY/STAIRWELL/ELEVATOR,12,False,1
2008,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,12,False,2
2008,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,11,False,1
2008,BATTERY,DOMESTIC BATTERY SIMPLE,HOSPITAL BUILDING/GROUNDS,12,False,1
2008,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,12,True,1
2008,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,12,True,1
2008,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,12,False,1
2008,BATTERY,DOMESTIC BATTERY SIMPLE,ALLEY,12,False,1
2008,BATTERY,DOMESTIC BATTERY SIMPLE,CHA APARTMENT,12,False,1
2008,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,12,False,1
2008,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,1,False,1
2008,BATTERY,DOMESTIC BATTERY SIMPLE,PARKING LOT/GARAGE(NON.RESID.),12,False,1
2008,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE PORCH/HALLWAY,11,True,1
2008,BATTERY,DOMESTIC BATTERY SIMPLE,CHA APARTMENT,12,True,1
2008,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,12,False,1
2008,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,11,False,2
2008,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,12,False,1
2008,BATTERY,DOMESTIC BATTERY SIMPLE,GAS STATION,12,False,1
2008,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,12,True,1
2008,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,12,False,1
2008,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,12,False,1
2008,BATTERY,DOMESTIC BATTERY SIMPLE,CHA APARTMENT,12,False,1
2008,BATTERY,DOMESTIC BATTERY SIMPLE,CHA APARTMENT,12,True,2
2008,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,1,False,2
2008,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,12,False,1
2008,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,12,True,1
2008,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,12,False,1
2008,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,12,False,1
2008,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,11,False,1
2008,BATTERY,DOMESTIC BATTERY SIMPLE,CHA APARTMENT,12,True,1
2008,BATTERY,DOMESTIC BATTERY SIMPLE,VEHICLE NON-COMMERCIAL,12,True,1
2008,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,12,False,2
2008,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,1,False,1
2008,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,1,False,1
2008,BATTERY,DOMESTIC BATTERY SIMPLE,"SCHOOL, PUBLIC, GROUNDS",12,False,1
2008,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,12,True,1
2008,BATTERY,DOMESTIC BATTERY SIMPLE,CHA APARTMENT,12,False,2
2008,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,12,False,1
2008,BATTERY,DOMESTIC BATTERY SIMPLE,"SCHOOL, PUBLIC, BUILDING",12,True,1
2008,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,11,False,1
2008,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,12,False,1
2008,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,12,True,1
2008,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,12,True,2
2008,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,12,False,1
2008,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE PORCH/HALLWAY,1,False,1
2008,BATTERY,DOMESTIC BATTERY SIMPLE,HOTEL/MOTEL,12,False,1
2008,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,12,True,1
2008,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,12,True,2
2008,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,12,False,1
2008,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,12,False,1
2008,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,12,False,1
2008,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,12,False,1
2008,BATTERY,DOMESTIC BATTERY SIMPLE,CHA APARTMENT,12,False,1
2008,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,12,False,1
2008,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,12,False,1
2008,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,12,False,2
2008,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,12,False,1
2008,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,12,False,1
2008,BATTERY,DOMESTIC BATTERY SIMPLE,CHA APARTMENT,12,True,1
2008,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,12,False,1
2008,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,12,False,1
2008,BATTERY,DOMESTIC BATTERY SIMPLE,CHA APARTMENT,12,False,1
2008,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,12,False,3
2008,BATTERY,DOMESTIC BATTERY SIMPLE,CHA PARKING LOT/GROUNDS,12,False,1
2008,ASSAULT,AGGRAVATED: HANDGUN,RESIDENCE,12,True,1
2008,ASSAULT,AGGRAVATED: HANDGUN,ALLEY,12,True,1
2008,ASSAULT,SIMPLE,STREET,12,True,1
2008,ASSAULT,SIMPLE,STREET,12,False,1
2008,ASSAULT,SIMPLE,CHA APARTMENT,12,False,2
2008,ASSAULT,SIMPLE,CHA APARTMENT,12,False,1
2008,ASSAULT,SIMPLE,APARTMENT,11,True,1
2008,ASSAULT,SIMPLE,RESIDENCE,11,False,1
2008,ASSAULT,SIMPLE,STREET,12,False,1
2008,ASSAULT,SIMPLE,PARKING LOT/GARAGE(NON.RESID.),12,False,1
2008,ASSAULT,SIMPLE,STREET,12,False,1
2008,ASSAULT,SIMPLE,STREET,12,False,1
2008,BURGLARY,UNLAWFUL ENTRY,CHA APARTMENT,12,False,1
2008,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,12,False,1
2008,THEFT,OVER $500,RESIDENCE,12,True,1
2008,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,12,False,1
2008,THEFT,FROM BUILDING,RESIDENCE,12,False,1
2008,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,12,False,1
2008,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,12,False,1
2008,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,12,False,1
2008,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,12,True,1
2008,CRIMINAL DAMAGE,TO PROPERTY,CHA APARTMENT,12,False,1
2008,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,11,False,1
2008,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,11,True,1
2008,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,12,False,1
2008,CRIMINAL DAMAGE,TO VEHICLE,STREET,12,False,1
2008,CRIMINAL DAMAGE,TO VEHICLE,STREET,12,True,1
2008,CRIMINAL DAMAGE,TO VEHICLE,STREET,12,False,1
2008,CRIMINAL TRESPASS,TO LAND,RESIDENCE,12,False,1
2008,CRIMINAL TRESPASS,TO LAND,APARTMENT,12,True,1
2008,BATTERY,AGGRAVATED DOMESTIC BATTERY: HANDGUN,CHA PARKING LOT/GROUNDS,12,False,1
2008,STALKING,SIMPLE,HOSPITAL BUILDING/GROUNDS,12,False,1
2008,CRIMINAL DAMAGE,TO STATE SUP PROP,CHA APARTMENT,12,False,1
2008,CRIMINAL DAMAGE,TO STATE SUP PROP,CHA APARTMENT,12,False,1
2008,BATTERY,AGGRAVATED:KNIFE/CUTTING INSTR,CHA APARTMENT,12,False,1
2008,ASSAULT,AGGRAVATED: OTHER FIREARM,CHA PARKING LOT/GROUNDS,12,True,1
2008,STALKING,SIMPLE,STREET,12,False,1
2008,OFFENSE INVOLVING CHILDREN,CHILD ABDUCTION,APARTMENT,12,True,1
2008,CRIMINAL TRESPASS,TO RESIDENCE,RESIDENCE,12,True,1
2008,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,HOSPITAL BUILDING/GROUNDS,12,False,1
2008,BATTERY,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,RESIDENCE,11,True,1
2008,BATTERY,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,RESIDENCE,12,False,1
2008,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,RESIDENCE,11,False,1
2008,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,CLEANING STORE,11,False,1
2008,BATTERY,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,"SCHOOL, PUBLIC, BUILDING",12,True,1
2008,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,STREET,12,False,1
2008,BATTERY,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,STREET,12,False,1
2008,CRIMINAL DAMAGE,TO STATE SUP PROP,CHA APARTMENT,12,False,1
2008,BATTERY,AGGRAVATED DOMESTIC BATTERY: KNIFE/CUTTING INST,STREET,12,False,1
2008,BATTERY,AGGRAVATED DOMESTIC BATTERY: KNIFE/CUTTING INST,RESIDENCE,12,False,1
2008,ROBBERY,STRONGARM - NO WEAPON,CTA BUS,1,False,1
2008,BATTERY,AGGRAVATED: OTHER DANG WEAPON,SIDEWALK,12,False,1
2008,BATTERY,SIMPLE,APARTMENT,12,True,1
2008,BATTERY,SIMPLE,CHA APARTMENT,12,True,1
2008,BATTERY,SIMPLE,HOSPITAL BUILDING/GROUNDS,12,False,1
2008,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,12,False,1
2008,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,12,False,1
2008,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,12,False,2
2008,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,12,True,1
2008,BATTERY,DOMESTIC BATTERY SIMPLE,CHA APARTMENT,12,False,1
2008,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,12,True,1
2008,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,12,False,1
2008,BATTERY,DOMESTIC BATTERY SIMPLE,VEHICLE NON-COMMERCIAL,11,False,1
2008,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,12,False,1
2008,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,12,False,1
2008,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,12,True,1
2008,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,12,False,1
2008,BATTERY,DOMESTIC BATTERY SIMPLE,VEHICLE NON-COMMERCIAL,12,False,1
2008,BATTERY,DOMESTIC BATTERY SIMPLE,VEHICLE NON-COMMERCIAL,12,False,1
2008,BATTERY,DOMESTIC BATTERY SIMPLE,"SCHOOL, PUBLIC, BUILDING",12,False,1
2008,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,12,True,1
2008,BATTERY,DOMESTIC BATTERY SIMPLE,HOTEL/MOTEL,1,False,1
2008,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,1,False,1
2008,BATTERY,DOMESTIC BATTERY SIMPLE,PARKING LOT/GARAGE(NON.RESID.),12,False,1
2008,BATTERY,DOMESTIC BATTERY SIMPLE,HOSPITAL BUILDING/GROUNDS,12,False,1
2008,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,12,False,1
2008,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,12,False,1
2008,BATTERY,DOMESTIC BATTERY SIMPLE,VEHICLE NON-COMMERCIAL,12,False,1
2008,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,12,False,1
2008,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,12,False,1
2008,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,12,False,1
2008,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,12,False,1
2008,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,12,False,1
2008,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,12,True,1
2008,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,11,False,1
2008,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,12,False,1
2008,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,12,False,1
2008,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,12,False,1
2008,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,11,False,1
2008,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,10,False,1
2008,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,12,True,1
2008,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,12,False,1
2008,BATTERY,DOMESTIC BATTERY SIMPLE,PARK PROPERTY,12,False,1
2008,BATTERY,DOMESTIC BATTERY SIMPLE,CHA APARTMENT,12,True,1
2008,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,1,False,1
2008,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,11,False,1
2008,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,12,False,1
2008,BATTERY,DOMESTIC BATTERY SIMPLE,GROCERY FOOD STORE,12,False,1
2008,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,12,True,1
2008,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,12,False,1
2008,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,1,True,1
2008,BATTERY,DOMESTIC BATTERY SIMPLE,BAR OR TAVERN,12,False,1
2008,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,12,True,1
2008,BATTERY,DOMESTIC BATTERY SIMPLE,PARKING LOT/GARAGE(NON.RESID.),12,False,1
2008,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,12,False,1
2008,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,12,False,1
2008,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,12,False,1
2008,BATTERY,DOMESTIC BATTERY SIMPLE,CHA PARKING LOT/GROUNDS,12,False,1
2008,BATTERY,DOMESTIC BATTERY SIMPLE,ALLEY,12,True,1
2008,BATTERY,DOMESTIC BATTERY SIMPLE,HOSPITAL BUILDING/GROUNDS,12,True,1
2008,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,12,True,1
2008,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,12,False,1
2008,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,11,False,1
2008,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,12,False,1
2008,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,12,True,1
2008,BATTERY,DOMESTIC BATTERY SIMPLE,HOSPITAL BUILDING/GROUNDS,12,False,1
2008,BATTERY,DOMESTIC BATTERY SIMPLE,CHA APARTMENT,12,False,1
2008,BATTERY,DOMESTIC BATTERY SIMPLE,GROCERY FOOD STORE,1,True,1
2008,BATTERY,DOMESTIC BATTERY SIMPLE,BAR OR TAVERN,12,False,2
2008,BATTERY,DOMESTIC BATTERY SIMPLE,ALLEY,12,True,1
2008,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,12,False,1
2008,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,12,False,1
2008,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,1,False,1
2008,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,12,False,1
2008,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,12,False,1
2008,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,12,False,1
2008,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,12,False,1
2008,ASSAULT,AGGRAVATED: HANDGUN,STREET,12,True,1
2008,ASSAULT,AGGRAVATED: HANDGUN,STREET,11,False,1
2008,ASSAULT,SIMPLE,RESIDENCE,12,False,1
2008,ASSAULT,SIMPLE,RESIDENCE,12,False,1
2008,ASSAULT,SIMPLE,CHA APARTMENT,12,False,1
2008,ASSAULT,SIMPLE,RESIDENCE,12,False,1
2008,ASSAULT,SIMPLE,COLLEGE/UNIVERSITY GROUNDS,12,False,1
2008,ASSAULT,SIMPLE,APARTMENT,12,False,1
2008,ASSAULT,SIMPLE,RESIDENCE,12,False,1
2008,ASSAULT,SIMPLE,SIDEWALK,12,False,1
2008,ASSAULT,SIMPLE,STREET,1,False,1
2008,ASSAULT,SIMPLE,CHA APARTMENT,12,False,1
2008,ASSAULT,SIMPLE,CHA PARKING LOT/GROUNDS,12,False,1
2008,ASSAULT,SIMPLE,SIDEWALK,12,False,1
2008,ASSAULT,SIMPLE,STREET,1,False,1
2008,ASSAULT,SIMPLE,APARTMENT,12,False,1
2008,ASSAULT,SIMPLE,RESIDENCE,12,False,1
2008,THEFT,OVER $500,RESIDENCE,1,True,1
2008,THEFT,$500 AND UNDER,CTA TRAIN,1,False,1
2008,THEFT,$500 AND UNDER,RESIDENCE,12,False,1
2008,THEFT,$500 AND UNDER,STREET,12,True,1
2008,THEFT,$500 AND UNDER,STREET,11,False,1
2008,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,OTHER,12,False,1
2008,CRIMINAL DAMAGE,TO PROPERTY,STREET,1,False,1
2008,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,12,False,1
2008,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,12,True,1
2008,CRIMINAL DAMAGE,TO PROPERTY,CHA APARTMENT,12,False,1
2008,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,12,False,1
2008,CRIMINAL DAMAGE,TO VEHICLE,STREET,11,False,1
2008,CRIMINAL DAMAGE,TO VEHICLE,STREET,12,False,1
2008,CRIMINAL DAMAGE,TO VEHICLE,STREET,12,False,1
2008,CRIMINAL DAMAGE,TO VEHICLE,STREET,12,False,1
2008,CRIMINAL DAMAGE,TO VEHICLE,STREET,1,False,1
2008,CRIMINAL TRESPASS,TO LAND,RESIDENCE PORCH/HALLWAY,12,False,1
2007,BATTERY,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,DRIVEWAY - RESIDENTIAL,11,False,1
2007,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,RESIDENCE,12,True,1
2007,BATTERY,AGGRAVATED DOMESTIC BATTERY: KNIFE/CUTTING INST,APARTMENT,11,True,1
2007,BATTERY,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,APARTMENT,12,False,1
2007,BATTERY,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,CHA PARKING LOT/GROUNDS,12,False,1
2007,BATTERY,AGGRAVATED DOMESTIC BATTERY: KNIFE/CUTTING INST,CHA PARKING LOT/GROUNDS,12,False,1
2007,OFFENSE INVOLVING CHILDREN,AGGRAVATED CRIMINAL SEXUAL ABUSE BY FAMILY MEMBER,APARTMENT,11,False,1
2007,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,APARTMENT,12,False,1
2007,BATTERY,AGGRAVATED DOMESTIC BATTERY: HANDS/FIST/FEET SERIOUS INJURY,RESIDENCE,1,False,1
2007,OFFENSE INVOLVING CHILDREN,ENDANGERING LIFE/HEALTH CHILD,OTHER,12,True,1
2007,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,APARTMENT,1,False,1
2007,CRIM SEXUAL ASSAULT,AGGRAVATED: KNIFE/CUT INSTR,RESIDENCE,12,False,1
2007,CRIM SEXUAL ASSAULT,AGGRAVATED: OTHER,APARTMENT,11,False,1
2007,CRIMINAL DAMAGE,TO STATE SUP PROP,CHA APARTMENT,12,False,2
2007,CRIMINAL TRESPASS,TO VEHICLE,STREET,12,False,1
2007,KIDNAPPING,UNLAWFUL RESTRAINT,STREET,11,False,1
2007,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,APARTMENT,11,True,1
2007,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,12,True,1
2007,BATTERY,SIMPLE,OTHER,12,False,1
2007,BATTERY,SIMPLE,STREET,12,False,1
2007,BATTERY,SIMPLE,RESIDENCE,12,False,1
2007,BATTERY,DOMESTIC BATTERY SIMPLE,CHA APARTMENT,12,True,1
2007,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,12,True,1
2007,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,12,True,1
2007,BATTERY,DOMESTIC BATTERY SIMPLE,GOVERNMENT BUILDING/PROPERTY,1,True,1
2007,BATTERY,DOMESTIC BATTERY SIMPLE,CHA APARTMENT,12,True,1
2007,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,11,False,1
2007,BATTERY,DOMESTIC BATTERY SIMPLE,ALLEY,12,False,1
2007,BATTERY,DOMESTIC BATTERY SIMPLE,CHA APARTMENT,12,False,2
2007,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,12,False,2
2007,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,12,False,1
2007,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,12,False,1
2007,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,12,True,1
2007,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,1,False,1
2007,BATTERY,DOMESTIC BATTERY SIMPLE,CHA APARTMENT,12,False,2
2007,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,12,False,3
2007,BATTERY,DOMESTIC BATTERY SIMPLE,CHA APARTMENT,12,False,2
2007,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,11,False,2
2007,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,12,True,1
2007,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,12,False,1
2007,BATTERY,DOMESTIC BATTERY SIMPLE,CHA APARTMENT,12,True,1
2007,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,1,True,1
2007,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,12,True,1
2007,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,12,False,1
2007,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,12,True,1
2007,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,12,False,1
2007,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,12,False,1
2007,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,11,False,2
2007,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,12,False,1
2007,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,12,False,1
2007,BATTERY,DOMESTIC BATTERY SIMPLE,CHA APARTMENT,12,True,1
2007,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,12,True,1
2007,BATTERY,DOMESTIC BATTERY SIMPLE,OTHER,12,False,1
2007,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,12,False,1
2007,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,12,False,1
2007,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,12,False,1
2007,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,12,False,1
2007,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,12,True,1
2007,BATTERY,DOMESTIC BATTERY SIMPLE,CHA APARTMENT,12,False,3
2007,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,12,False,1
2007,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,1,False,1
2007,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,12,True,1
2007,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,12,False,2
2007,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,11,False,1
2007,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,12,True,2
2007,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,11,False,1
2007,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,12,True,1
2007,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,12,True,1
2007,BATTERY,DOMESTIC BATTERY SIMPLE,CHA APARTMENT,12,False,1
2007,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,12,False,1
2007,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,12,False,1
2007,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,12,True,1
2007,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,11,False,1
2007,BATTERY,DOMESTIC BATTERY SIMPLE,VEHICLE NON-COMMERCIAL,1,True,1
2007,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,12,True,1
2007,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,12,False,2
2007,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,12,False,1
2007,BATTERY,DOMESTIC BATTERY SIMPLE,RESTAURANT,1,True,1
2007,BATTERY,DOMESTIC BATTERY SIMPLE,CHA APARTMENT,12,True,1
2007,BATTERY,DOMESTIC BATTERY SIMPLE,CHA APARTMENT,12,False,2
2007,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,11,False,2
2007,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,12,False,1
2007,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,12,False,1
2007,BATTERY,DOMESTIC BATTERY SIMPLE,CHA APARTMENT,12,False,1
2007,BATTERY,DOMESTIC BATTERY SIMPLE,CHA APARTMENT,12,False,7
2007,BATTERY,DOMESTIC BATTERY SIMPLE,HOSPITAL BUILDING/GROUNDS,12,False,2
2007,BATTERY,DOMESTIC BATTERY SIMPLE,PARKING LOT/GARAGE(NON.RESID.),12,True,1
2007,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,12,True,1
2007,BATTERY,DOMESTIC BATTERY SIMPLE,CHA APARTMENT,12,True,1
2007,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,1,False,1
2007,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,12,False,1
2007,BATTERY,DOMESTIC BATTERY SIMPLE,"SCHOOL, PUBLIC, GROUNDS",1,True,1
2007,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,12,False,1
2007,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,12,False,1
2007,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,12,False,1
2007,BATTERY,DOMESTIC BATTERY SIMPLE,CHA APARTMENT,12,False,3
2007,BATTERY,DOMESTIC BATTERY SIMPLE,"SCHOOL, PUBLIC, BUILDING",12,False,1
2007,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,12,True,1
2007,BATTERY,DOMESTIC BATTERY SIMPLE,PARK PROPERTY,12,False,1
2007,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,12,False,1
2007,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,12,True,1
2007,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,12,False,1
2007,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,12,True,1
